,ra,dec,mag
1672,68.027167,34.883511,14.875
1673,174.607696,39.8564,13.87
1674,6.14492,30.04153,11.0
1675,48.934746,50.482036,11.33
1676,68.704,23.837,15.3
1677,359.2517,60.9317,13.9
1678,83.908777,-6.197967,16.33
1679,134.73467,8.4739078,8.05
1680,55.8005,24.74592,14.202
1681,67.75,24.83,18.0
1682,311.14046,67.39089,16.1
1683,57.97933,23.96175,13.4
1684,332.1646,45.5308,50.0
1685,279.06621,-32.73072,14.5
1686,216.9849621,-0.3719814,10.98
1687,315.65,42.33,50.0
1688,55.78154,25.57478,14.5
1689,49.49188,37.57156,14.5
1690,260.3404,-19.0894,17.4
1691,252.74146,22.45161,10.5
1692,127.9059283,19.3970228,11.8
1693,56.743908,24.461136,12.1
1694,130.3612,18.2344,15.6
1695,83.66292,-6.45589,14.048
1696,83.1533,-6.755,15.8
1697,187.26208,41.73047,9.9
1698,57.91692,22.08514,12.9
1699,57.85071,26.05325,14.02
1700,57.45579,25.11178,15.8
1701,69.60837,22.06703,13.9
1702,56.04129,24.26781,13.845
1703,56.79592,24.23103,14.0
1704,130.557533,20.357494,14.86
1705,57.09438,22.87269,13.67
1706,158.60792,46.30631,12.9
1707,56.20117,25.79358,15.5
1708,30.758867,61.2603,11.17
1709,82.30588,-3.67194,15.8
1710,4.72304,27.81389,10.8
1711,55.26242,23.72269,14.29
1712,84.32333,-3.52575,14.5
1713,129.562,19.47,11.0
1714,55.99671,22.57261,15.5
1715,84.155013,-5.813356,18.0
1716,57.60475,23.92833,15.2
1717,54.63625,23.40206,16.2
1718,291.7057539,16.7171131,10.43
1719,83.51854,-5.04897,14.6
1720,56.936115,22.398155,14.7
1721,54.87167,23.49939,12.5
1722,55.6485,21.841697,17.2
1723,56.539942,22.710397,14.64
1724,135.8115,42.12361,11.823
1725,56.84567,24.84897,14.36
1726,128.629,19.257,11.5
1727,312.70892,43.96492,17.1
1728,57.11075,23.19164,14.123
1729,213.132479,-59.424283,10.7
1730,82.23079,-4.33739,14.8
1731,336.56458,3.00208,13.8
1732,66.03904,15.08764,12.6
1733,84.3775,-3.54064,17.0
1734,57.64883,25.4265,10.987
1735,349.366969,19.613031,9.3
1736,86.004,-5.61281,14.8
1737,57.12354,23.00078,15.7
1738,40.493387,63.338675,11.57
1739,84.28629,-4.63994,16.1
1740,56.89033,24.68422,11.527
1741,100.27875,9.49,14.649
1742,51.42604,5.86442,10.8
1743,56.09854,23.79303,14.8
1744,306.16192,42.56892,15.5
1745,57.15662,22.25689,16.4
1746,58.07938,22.17558,13.5
1747,314.1004,43.2867,17.3
1748,353.19501707,-16.7520113,8.02
1749,82.89754,-7.18197,13.5
1750,83.950563,-5.899267,16.6
1751,83.943442,-5.683547,13.286
1752,204.4185,48.13172,10.7
1753,58.16229,22.45825,15.2
1754,145.71555466,70.03941612,10.0
1755,82.97942,-4.38139,14.6
1756,57.29765,22.273106,16.2
1757,57.487608,25.087533,14.5
1758,85.61471,-6.76703,15.5
1759,70.174446,23.021228,14.6
1760,83.165154,-3.603967,13.9
1761,57.91292,24.5915,14.96
1762,133.83471,-23.87086,13.722
1763,70.17,23.05,16.4
1764,165.79167,36.65236,10.4
1765,97.7547953,50.0467439,9.4
1766,56.39992,26.14261,13.3
1767,55.70029,25.91653,14.8
1768,58.05546,26.14364,14.186
1769,55.859151,26.041912,14.34
1770,57.400446,23.939839,14.76
1771,56.349696,24.732667,13.8
1772,189.18,46.85,15.6
1773,83.4863,-4.9833,14.9
1774,65.67233,25.58308,14.9
1775,56.78929,23.74219,12.85
1776,314.34271,43.96486,14.5
1777,55.79058,24.6925,13.73
1778,240.435429,30.461383,14.84
1779,67.17825,17.19719,50.0
1780,84.111275,-6.441386,12.529
1781,83.63254,-6.3805,13.546
1782,56.431008,26.084764,15.9
1783,335.77904,-17.60694,10.04
1784,57.26483,22.85325,15.0
1785,82.6525,-4.62736,15.4
1786,56.86992,22.37658,12.701
1787,57.74233,23.92858,14.4
1788,59.4196,25.2678,14.5
1789,56.72333,24.28753,13.53
1790,152.84225212,49.45423798,4.56
1791,69.63725,23.70106,15.5
1792,83.53004,-5.19558,12.849
1793,83.977617,-5.4521,13.415
1794,83.4366509,1.9454053,9.072
1795,57.96308,23.29483,13.5
1796,163.3965,-61.43844,19.62
1797,83.704575,-5.768056,13.6
1798,83.2946,-4.9853,16.5
1799,314.637212,42.87505,15.5
1800,56.69071,25.45847,14.21
1801,82.136667,-7.061278,16.9
1802,314.394038,43.158486,15.7
1803,59.10446,26.13658,17.1
1804,130.287,18.755,17.5
1805,57.3395,23.65183,14.41
1806,42.8925,37.8369,15.1
1807,56.64496,22.9355,13.0
1808,19.98733,-33.42786,13.6
1809,100.254,9.848,13.7
1810,128.0,21.247,16.2
1811,83.72054,-6.80933,14.496
1812,250.2283,-53.7594,14.27
1813,84.49604,-0.77067,15.0
1814,57.82396,25.04111,16.9
1815,58.59638,25.99281,15.0
1816,81.829133,-5.67335,15.4
1817,52.36121,49.34317,13.06
1818,83.38246,-6.40475,14.387
1819,84.07,-4.4,14.1
1820,56.389054,23.592775,14.8
1821,56.9054,25.3342,14.8
1822,139.142129,34.785256,14.384
1823,249.293871,6.741914,19.6
1824,100.27008,9.74258,15.4
1825,306.274662,58.343119,50.0
1826,57.10342,22.40731,13.03
1827,57.29696,23.55528,12.5
1828,319.4006353,-8.9031253,9.75
1829,137.413192,6.703039,13.35
1830,55.89796,26.35864,11.9
1831,69.56508,23.041,12.7
1832,56.59775,24.03094,13.3
1833,81.98413,-6.88294,13.6
1834,33.68496,59.79903,10.7
1835,3.41130363,80.6657816,9.4
1836,83.728767,-5.785814,15.3
1837,253.67912,46.90933,13.2
1838,100.0854,9.4775,15.8
1839,57.46579,21.30736,13.175
1840,85.4879,-5.9439,11.7
1841,55.92554,24.57317,15.4
1842,85.025629,-6.472275,15.0
1843,46.98230566,-28.21971258,8.372
1844,7.2248239,50.3758998,12.815
1845,341.70721547,44.33398802,8.28
1846,40.6205,63.21789,15.4
1847,336.9982,57.695911,10.3
1848,84.136763,-6.665258,13.544
1849,56.35267,25.04406,15.3
1850,55.390475,25.113522,13.2
1851,82.66004,-5.42878,14.0
1852,83.7414,-5.889344,13.86
1853,83.377895,-5.037462,15.9
1854,100.28,9.58,17.0
1855,83.55071,-3.15725,16.1
1856,83.94746,-5.22183,12.771
1857,84.151396,-5.609475,13.5
1858,130.6371,18.5633,16.2
1859,83.966755,-6.167134,13.29
1860,56.10338,24.76842,13.5
1861,55.74492,23.57503,13.1
1862,67.5554,25.1628,14.2
1863,312.82308,40.89475,15.9
1864,69.45987,24.86969,13.2
1865,313.295408,43.273997,15.4
1866,163.4365,-61.40014,19.3
1867,130.342,19.855,17.1
1868,35.559071,59.614742,12.84
1869,247.10137,-25.23453,15.0
1870,56.892,24.853,13.4
1871,81.93271,-4.08972,16.3
1872,38.8441603,23.575172,13.187
1873,47.873221,60.593339,11.3
1874,316.02717,43.58986,15.9
1875,83.2983,-4.9925,17.0
1876,58.086031,24.565491,14.7
1877,48.04342,61.95194,14.4
1878,82.229,-4.698,17.1
1879,83.962904,-5.119136,12.42
1880,56.69642,23.29319,16.0
1881,83.644527,-6.141063,14.8
1882,85.15358,-3.94267,14.2
1883,57.79058,23.94953,14.6
1884,67.10138,24.73736,15.8
1885,55.215865,23.230789,14.9
1886,119.53792,7.28375,10.5
1887,84.19621,-5.50953,15.7
1888,57.39546,23.45469,12.479
1889,65.534463,19.256067,12.55
1890,83.85104,-4.36792,16.6
1891,83.689404,-5.035522,13.66
1892,55.9025,23.45394,14.0
1893,83.962729,-5.252525,13.154
1894,84.0362,-5.3506,13.8
1895,83.643574,-4.686277,14.71
1896,68.837092,22.906736,12.8
1897,56.31938,24.57569,13.7
1898,57.67963,25.32828,15.7
1899,58.42008,24.05086,14.7
1900,34.1245015,13.5867748,11.3
1901,56.775937,24.303511,15.2
1902,20.44621,38.02208,11.3
1903,56.941293,24.633755,13.2
1904,270.0858045,44.3087687,10.1
1905,83.368837,-5.290631,13.22
1906,58.360617,25.5228,14.4
1907,315.0354,43.5189,16.0
1908,68.31004,24.36003,16.0
1909,74.02921,12.90422,21.1
1910,56.78558,23.71081,13.51
1911,57.124,23.96836,14.8
1912,85.15592,-3.43444,16.9
1913,39.2772,6.915583,16.0
1914,131.746,20.583,13.5
1915,128.77975,-53.07367,14.5
1916,57.10513,24.24061,14.44
1917,19.3513,65.4356,50.0
1918,198.26296,-64.65097,17.52
1919,302.074421,33.303403,11.2
1920,57.85779,24.79419,13.554
1921,83.7,-4.385,18.2
1922,83.69071,-5.72886,17.2
1923,85.52417,-5.42953,15.2
1924,243.764996,-23.904898,50.0
1925,0.36021,-30.43028,15.0
1926,58.16213,25.84047,14.8
1927,57.87917,24.34725,14.5
1928,68.580492,22.398675,14.3
1929,39.21546,-52.05103,9.727
1930,84.42829,-6.671145,12.168
1931,83.87913,-7.03569,14.8
1932,56.325585,25.099545,12.65
1933,41.42163,44.95086,13.6
1934,307.451435,9.688957,9.4
1935,132.710925,52.896178,11.4
1936,55.16679,24.73586,13.73
1937,217.657829,59.723594,13.31
1938,54.75671,23.52322,14.6
1939,83.8,-4.42,15.52
1940,29.9739042,60.2161278,10.8
1941,55.5196,25.8858,17.0
1942,56.37325,23.76053,11.891
1943,82.67792,-4.12847,13.6
1944,55.97675,23.35456,14.3
1945,57.723804,23.716933,14.4
1946,54.39113,17.85014,10.2
1947,129.6829,19.2903,15.8
1948,83.3679,-3.2072,15.4
1949,83.7288,-4.4569,15.8
1950,245.99683,-25.98378,13.8
1951,339.68879,-20.61442,8.77
1952,57.85554,23.88933,12.392
1953,68.349,25.58742,14.3
1954,56.37846,22.55772,14.8
1955,29.80158125,3.51924582,50.0
1956,312.6679,43.4472,15.8
1957,66.312883,8.048825,12.51
1958,1.52904,42.39219,50.0
1959,39.373808,0.357592,11.8
1960,83.97,-6.27,15.85
1961,47.709938,60.835942,11.9
1962,19.66467,50.30372,50.0
1963,100.20729,9.88294,15.719
1964,84.206917,-5.069278,13.67
1965,71.067,25.708,15.8
1966,346.52018015,63.9262106,9.1
1967,188.22808,-65.65092,13.9
1968,100.30554,9.46875,14.97
1969,59.428933,39.515325,15.039
1970,83.19717,-5.66186,15.0
1971,76.0615,11.05661,10.7
1972,57.94654,24.22231,14.6
1973,84.04371,-5.32914,12.5
1974,55.111796,23.838092,14.0
1975,218.044947,16.013748,10.5
1976,83.29917,-5.91653,15.6
1977,83.246881,-5.407238,16.16
1978,55.73558,24.08281,13.544
1979,56.909992,24.734258,16.42
1980,68.55717,12.27194,12.0
1981,56.197181,24.010532,17.5
1982,83.30604,-4.85911,14.7
1983,59.36957973,-1.15946107,6.724
1984,135.135586,46.586601,13.0
1985,83.35458,-4.05839,14.2
1986,83.954759,-6.6842,13.832
1987,83.391258,-5.557347,13.5
1988,56.09746,25.35839,16.8
1989,82.29796,-6.99269,15.1
1990,56.10283,24.86486,14.0
1991,56.53125,24.37439,12.83
1992,129.763417,20.043783,14.0
1993,24.03638,-26.87117,12.904
1994,57.0845,24.91536,12.7
1995,84.038654,-5.610786,16.2
1996,315.437,42.713,16.5
1997,56.92267,23.97194,12.11
1998,83.611483,-5.021606,13.5
1999,129.622613,20.540247,14.0
2000,352.93721,-2.74433,13.3
2001,55.475869,25.729809,14.19
2002,68.42,22.7,19.8
2003,56.79321,24.95519,16.0
2004,83.96721,-3.96878,15.0
2005,246.470117,-23.326753,11.213
2006,83.861796,-6.446542,13.225
2007,83.617583,-5.985839,14.8
2008,83.02108,-4.48789,16.1
2009,57.1,22.72,15.0
2010,359.45792,38.62969,9.9
2011,196.407421,-62.203428,10.53
2012,83.78808,-5.11311,13.9
2013,85.35771,-6.34686,12.5
2014,85.577875,-5.468928,14.1
2015,57.6025,22.4525,15.0
2016,57.055448,23.979752,12.7
2017,162.94442,-61.44386,17.62
2018,70.679,23.477,15.5
2019,69.325,23.017,16.1
2020,33.66663,61.34306,14.8
